Begrotingsjaar,Uitgaven (U) Verplichtingen (V) Ontvangsten (O),Begrotingsstaat,Begrotingsstaat omschrijving,Onderdeel,Omschrijving,ontwerpbegroting,vastgestelde begroting,1ste suppletoire begroting,2de suppletoire begroting,Realisatie
2013,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,70,Vreemdelingen,0,0,0,0,0
2013,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,70,Vreemdelingen,733200,0,0,0,0
2013,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,70,Vreemdelingen,733200,0,0,0,0
2013,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,27965,28144,43311,70989,91404
2013,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,311023,225309,263588,282802,272083
2013,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,71,Centraal Apparaat,312137,226423,264702,283916,270261
2013,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,0,0,0,0,0
2013,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,4420,4420,3478,3420,2870
2013,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,72,Algemeen,2266,2266,1324,1266,354
2013,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,0,0,0,0,0
2013,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,11823,10551,7435,0,0
2013,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,73,Nominaal en onvoorzien,11823,10551,7309,-126,0
2013,O,VII,Binnenlandse Zaken en Koninkrijksrelaties,74,VUT-fonds,19000,19000,18800,18800,18816
2013,U,VII,Binnenlandse Zaken en Koninkrijksrelaties,74,VUT-fonds,210000,210000,180000,140000,140000
2013,V,VII,Binnenlandse Zaken en Koninkrijksrelaties,74,VUT-fonds,210000,210000,180000,140000,140000
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,1661,1661,1661,36661,39877
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,9727312,9727312,9714924,10147247,10166848
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",1,Primair onderwijs,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,1361,1361,1361,19361,20143
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,7074820,7074820,7170627,7436387,7436116
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",3,Voortgezet onderwijs,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,0,0,0,13500,18860
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,3500665,3500665,3487686,3516538,3496330
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",4,Beroepsonderwijs en volwasseneneducatie,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,1213,1213,5981,5981,6447
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,2464254,2603548,2576917,2610782,2610870
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",6,Hoger beroepsonderwijs,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,16,16,16,162,963
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,3894582,4018288,4006277,4064378,4065742
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",7,Wetenschappelijk onderwijs,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,99,99,99,99,754
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,16969,16969,17048,17048,15704
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",8,Internationaal onderwijsbeleid,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,0,0,0,7000,8576
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,422534,437534,384755,359060,343509
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",9,Arbeidsmarkt en personeelsbeleid,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,763301,763301,726296,731296,737384
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,4039626,4039626,4063513,4135272,4150351
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",11,Studiefinanciering,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,6189,6189,4720,4720,4709
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,115298,115298,112114,107114,105925
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",12,Tegemoetkoming studiekosten,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,223529,223529,219400,214400,205687
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,7000,7000,6987,6987,7005
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",13,Lesgelden,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,1945,1945,5014,6940,9613
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,789155,789155,749803,714935,704732
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",14,Cultuur,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,190500,190500,193500,193500,193542
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,876224,876224,879247,892936,892936
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",15,Media,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,101,101,101,5091,4334
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,885520,885520,887577,892065,891076
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",16,Onderzoek en wetenschappen,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,0,0,0,0,21
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,15494,15494,15934,13435,13408
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",25,Emancipatie,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en onvoorzien,0,0,0,0,0
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en onvoorzien,-818,-818,200708,0,0
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",91,Nominaal en onvoorzien,0,0,0,0,0
2013,O,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,567,567,567,567,5101
2013,U,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,245973,245973,250577,262531,260103
2013,V,VIII,"Onderwijs, Cultuur en Wetenschap",95,Apparaatskosten,0,0,0,0,-7944
2013,O,X,Defensie,1,Opdracht Inzet,13707,13707,6707,5707,4807
2013,U,X,Defensie,1,Opdracht Inzet,213150,213150,240429,202829,177246
2013,V,X,Defensie,1,Opdracht Inzet,213150,213150,240429,202829,153728
2013,O,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,20164,20164,20044,18044,18882
2013,U,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,714076,714076,722227,711277,711618
2013,V,X,Defensie,2,Taakuitvoering Zeestrijdkrachten,714076,714076,722227,711277,697563
2013,O,X,Defensie,3,Taakuitvoering Landstrijdkrachten,20523,20523,20523,20523,26772
2013,U,X,Defensie,3,Taakuitvoering Landstrijdkrachten,1135839,1135839,1168544,1157060,1155056
2013,V,X,Defensie,3,Taakuitvoering Landstrijdkrachten,1135839,1135839,1168544,1157060,1175948
2013,O,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,15286,15286,15227,13827,15256
2013,U,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,663949,663949,664670,653266,651319
2013,V,X,Defensie,4,Taakuitvoering Luchtstrijdkrachten,663949,663949,664670,653266,857262
2013,O,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,4652,4652,4590,6890,7154
2013,U,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,317618,317618,333626,331185,328658
2013,V,X,Defensie,5,Taakuitvoering Koninklijke Marechaussee,317618,317618,333626,331185,329085
2013,O,X,Defensie,6,Investeringen Krijgsmacht,205528,205528,136658,117358,118077
2013,U,X,Defensie,6,Investeringen Krijgsmacht,1173362,1173362,1026331,1003935,1019656
2013,V,X,Defensie,6,Investeringen Krijgsmacht,1313418,1313418,1276290,1253894,633007
2013,O,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,42667,42667,77933,73533,59554
2013,U,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,862466,862466,865403,858662,853972
2013,V,X,Defensie,7,Ondersteuning krijgsmacht door Defensie Materieel Org,862466,862466,865403,858662,846181
2013,O,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,44319,44319,60912,61912,55319
2013,U,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,939434,939434,1012933,1038671,1040029
2013,V,X,Defensie,8,Ondersteuning krijgsmacht door Cdo Dienstencentra,939434,939434,1012933,1038671,1111277
2013,O,X,Defensie,9,Algemeen,0,0,0,0,0
2013,U,X,Defensie,9,Algemeen,95502,95502,101835,103379,100566
2013,V,X,Defensie,9,Algemeen,95502,95502,101835,103379,84443
2013,O,X,Defensie,10,Centraal apparaat,6951,6951,6783,6783,2669
2013,U,X,Defensie,10,Centraal apparaat,1592910,1592910,1627371,1644684,1658703
2013,V,X,Defensie,10,Centraal apparaat,1592910,1592910,1627371,1644684,1655999
2013,O,X,Defensie,11,Geheime uitgaven,0,0,0,0,0
2013,U,X,Defensie,11,Geheime uitgaven,5264,5264,5264,5264,5264
2013,V,X,Defensie,11,Geheime uitgaven,5264,5264,5264,5264,5264
2013,O,X,Defensie,12,Nominaal en onvoorzien,0,0,0,0,0
2013,U,X,Defensie,12,Nominaal en onvoorzien,63401,63401,19847,0,0
2013,V,X,Defensie,12,Nominaal en onvoorzien,63401,63401,19847,0,0
2013,O,XII,Infrastructuur en Milieu,11,Waterkwantiteit,470,470,50,50,78
2013,U,XII,Infrastructuur en Milieu,11,Waterkwantiteit,40946,40946,45470,44275,41021
2013,V,XII,Infrastructuur en Milieu,11,Waterkwantiteit,45755,45755,50198,45947,37457
2013,O,XII,Infrastructuur en Milieu,12,Waterkwaliteit,0,0,0,0,0
2013,U,XII,Infrastructuur en Milieu,12,Waterkwaliteit,100756,100756,104541,77960,78565
2013,V,XII,Infrastructuur en Milieu,12,Waterkwaliteit,48085,48085,95962,82482,70389
2013,O,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,934,934,1903,4359,6938
2013,U,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,147634,147634,137548,114689,112483
2013,V,XII,Infrastructuur en Milieu,13,Ruimtelijke Ontwikkeling,157114,157114,127169,145710,35851
2013,O,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,6782,6782,6782,4869,5236
2013,U,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,40405,40405,40397,33714,32729
2013,V,XII,Infrastructuur en Milieu,14,Wegen en verkeersveiligheid,40180,40180,35861,33173,31318
2013,O,XII,Infrastructuur en Milieu,15,Openbaar vervoer,0,0,0,0,10
2013,U,XII,Infrastructuur en Milieu,15,Openbaar vervoer,8316,8316,8844,10184,8200
2013,V,XII,Infrastructuur en Milieu,15,Openbaar vervoer,6362,6362,6890,8230,3018
2013,O,XII,Infrastructuur en Milieu,16,Spoor,0,0,0,0,0
2013,U,XII,Infrastructuur en Milieu,16,Spoor,38049,38049,38347,60824,60350
2013,V,XII,Infrastructuur en Milieu,16,Spoor,9473,9473,9771,29791,10051
2013,O,XII,Infrastructuur en Milieu,17,Luchtvaart,42751,42751,42751,38145,38863
2013,U,XII,Infrastructuur en Milieu,17,Luchtvaart,23341,23341,23889,24581,21796
2013,V,XII,Infrastructuur en Milieu,17,Luchtvaart,14958,14958,15806,26756,27313
2013,O,XII,Infrastructuur en Milieu,18,Scheepvaart,0,0,97,97,97
2013,U,XII,Infrastructuur en Milieu,18,Scheepvaart,6464,6464,6890,7010,5361
2013,V,XII,Infrastructuur en Milieu,18,Scheepvaart,6113,6113,6440,5048,5077
2013,O,XII,Infrastructuur en Milieu,19,Klimaat,120000,120000,120000,128639,134567
2013,U,XII,Infrastructuur en Milieu,19,Klimaat,92943,92943,98771,90387,86983
2013,V,XII,Infrastructuur en Milieu,19,Klimaat,29252,29252,28909,29214,27629
2013,O,XII,Infrastructuur en Milieu,20,Lucht en geluid,0,0,0,0,337
2013,U,XII,Infrastructuur en Milieu,20,Lucht en geluid,78823,78823,77943,87879,90946
2013,V,XII,Infrastructuur en Milieu,20,Lucht en geluid,25259,25259,24680,89842,84084
2013,O,XII,Infrastructuur en Milieu,21,Duurzaamheid,0,0,0,0,125
2013,U,XII,Infrastructuur en Milieu,21,Duurzaamheid,44601,44601,40275,12736,11596
2013,V,XII,Infrastructuur en Milieu,21,Duurzaamheid,19754,19754,18024,14093,8880
2013,O,XII,Infrastructuur en Milieu,22,Externe veiligheid en risico's,0,0,450,15787,16919
2013,U,XII,Infrastructuur en Milieu,22,Externe veiligheid en risico's,17233,17233,16375,35632,29451
2013,V,XII,Infrastructuur en Milieu,22,Externe veiligheid en risico's,12122,12122,12507,38513,34184
2013,O,XII,Infrastructuur en Milieu,23,"Meteorologie, seismologie en aardobservatie",0,0,0,0,0
2013,U,XII,Infrastructuur en Milieu,23,"Meteorologie, seismologie en aardobservatie",46310,46310,41973,42778,43001
2013,V,XII,Infrastructuur en Milieu,23,"Meteorologie, seismologie en aardobservatie",47046,47046,42709,43514,42042
2013,O,XII,Infrastructuur en Milieu,24,Handhaving en toezicht,0,0,0,0,0
2013,U,XII,Infrastructuur en Milieu,24,Handhaving en toezicht,136654,136654,135317,130205,130230
2013,V,XII,Infrastructuur en Milieu,24,Handhaving en toezicht,136654,136654,135317,130205,130230
2013,O,XII,Infrastructuur en Milieu,25,Bijdrage BDU,0,0,0,0,0
2013,U,XII,Infrastructuur en Milieu,25,Bijdrage BDU,1795605,1870605,2038751,2046013,2046018
2013,V,XII,Infrastructuur en Milieu,25,Bijdrage BDU,1746573,1746573,1814525,1852425,2000820
2013,O,XII,Infrastructuur en Milieu,26,Bijdrage investeringsfondsen,0,0,0,0,0
2013,U,XII,Infrastructuur en Milieu,26,Bijdrage investeringsfondsen,6761720,6761720,6754509,6693241,6696616
2013,V,XII,Infrastructuur en Milieu,26,Bijdrage investeringsfondsen,6761720,6761720,6754509,6693241,6696616
2013,O,XII,Infrastructuur en Milieu,97,Algemeen departement,2685,2685,2685,5907,4271
2013,U,XII,Infrastructuur en Milieu,97,Algemeen departement,23429,23429,23804,26941,25740
2013,V,XII,Infrastructuur en Milieu,97,Algemeen departement,21203,21203,21349,23945,42119
2013,O,XII,Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,2434,2434,2434,15694,13138
2013,U,XII,Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,350087,350087,359304,341210,336238
2013,V,XII,Infrastructuur en Milieu,98,Apparaatsuitgaven Kerndepartement,349429,349429,358495,337984,336847
2013,O,XII,Infrastructuur en Milieu,99,Nominaal en onvoorzien,0,0,0,0,0
2013,U,XII,Infrastructuur en Milieu,99,Nominaal en onvoorzien,157181,157181,14195,0,0
2013,V,XII,Infrastructuur en Milieu,99,Nominaal en onvoorzien,157181,157181,14195,0,0
2013,O,XIII,Economische Zaken,11,Goed functionerende economie en markten,52265,52265,3856411,3847103,3846784
2013,U,XIII,Economische Zaken,11,Goed functionerende economie en markten,219931,220068,217611,219088,216199
2013,V,XIII,Economische Zaken,11,Goed functionerende economie en markten,218197,218334,215887,218417,214441
2013,O,XIII,Economische Zaken,12,Een sterk innovatievermogen,45782,45782,47653,84569,96098
2013,U,XIII,Economische Zaken,12,Een sterk innovatievermogen,795764,795764,818101,889987,775292
2013,V,XIII,Economische Zaken,12,Een sterk innovatievermogen,607730,607730,745954,888072,768402
2013,O,XIII,Economische Zaken,13,Een excellent ondernemingsklimaat,92599,92599,60847,69617,37435
2013,U,XIII,Economische Zaken,13,Een excellent ondernemingsklimaat,366134,379101,346591,471554,436722
2013,V,XIII,Economische Zaken,13,Een excellent ondernemingsklimaat,2585516,2591009,2600464,2662618,725485
2013,O,XIII,Economische Zaken,14,Een doelmatige en duurzame energievoorziening,12194911,12212911,12812911,13461297,13547739
2013,U,XIII,Economische Zaken,14,Een doelmatige en duurzame energievoorziening,1312815,1330815,1307273,1259942,1251808
2013,V,XIII,Economische Zaken,14,Een doelmatige en duurzame energievoorziening,1996164,2014164,3470423,3496311,3397220
2013,O,XIII,Economische Zaken,15,Een sterke internationale concurrentiepositie,14315,0,0,0,0
2013,U,XIII,Economische Zaken,15,Een sterke internationale concurrentiepositie,112104,0,0,0,0
2013,V,XIII,Economische Zaken,15,Een sterke internationale concurrentiepositie,90549,0,0,0,0
2013,O,XIII,Economische Zaken,16,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",291579,291579,296529,337647,329393
2013,U,XIII,Economische Zaken,16,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",517397,529610,584953,675872,666001
2013,V,XIII,Economische Zaken,16,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",638549,650762,706421,761358,676538
2013,O,XIII,Economische Zaken,17,Groen onderwijs van hoge kwaliteit,75,75,75,3160,3910
2013,U,XIII,Economische Zaken,17,Groen onderwijs van hoge kwaliteit,776575,776575,797622,813964,817433
2013,V,XIII,Economische Zaken,17,Groen onderwijs van hoge kwaliteit,777779,777779,798939,866651,840206
2013,O,XIII,Economische Zaken,18,"Natuur, regio en ruimte",113714,113714,122195,90332,87438
2013,U,XIII,Economische Zaken,18,"Natuur, regio en ruimte",689737,690625,485080,443401,440797
2013,V,XIII,Economische Zaken,18,"Natuur, regio en ruimte",452081,452969,652136,353941,342143
2013,O,XIII,Economische Zaken,40,Apparaat,15027,15027,15027,27536,25776
2013,U,XIII,Economische Zaken,40,Apparaat,408944,398870,418457,423624,410616
2013,V,XIII,Economische Zaken,40,Apparaat,408862,398788,418375,423542,406130
2013,O,XIII,Economische Zaken,41,Nominaal en onvoorzien,0,0,0,0,0
2013,U,XIII,Economische Zaken,41,Nominaal en onvoorzien,29773,29773,14416,0,0
2013,V,XIII,Economische Zaken,41,Nominaal en onvoorzien,29773,29773,14416,0,0
2013,O,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,37755,37755,37755,31855,30722
2013,U,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,24272,24272,18657,13718,12083
2013,V,XV,Sociale Zaken en Werkgelegenheid,1,Arbeidsmarkt,24182,24182,18551,13612,11303
2013,O,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Toeslagenwet en Sociale werkvoorziening",127483,127483,73783,109421,111947
2013,U,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Toeslagenwet en Sociale werkvoorziening",9230038,9219668,9250718,9767881,9751058
2013,V,XV,Sociale Zaken en Werkgelegenheid,2,"Bijstand, Toeslagenwet en Sociale werkvoorziening",9229406,9219036,9250024,9767241,10660968
2013,O,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,0,0,0,0,0
2013,U,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,472,472,600,616,593
2013,V,XV,Sociale Zaken en Werkgelegenheid,3,Arbeidsongeschiktheid,472,472,600,616,593
2013,O,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,0,0,0,13775,13775
2013,U,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,2606167,2606167,2608542,2671609,2670218
2013,V,XV,Sociale Zaken en Werkgelegenheid,4,Jonggehandicapten,2606167,2606167,2608542,2671609,2670218
2013,O,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,0,0,0,0,0
2013,U,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,5122,5122,8983,16649,15705
2013,V,XV,Sociale Zaken en Werkgelegenheid,5,Werkloosheid,5122,5122,8983,16649,15705
2013,O,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,0,0,0,298,301
2013,U,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,5164,5164,5392,5641,6171
2013,V,XV,Sociale Zaken en Werkgelegenheid,6,Ziekte en zwangerschap,5164,5164,5392,5641,6171
2013,O,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,1427015,1427015,1433015,1442137,1486635
2013,U,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,2696970,2710970,2518035,2374163,2331576
2013,V,XV,Sociale Zaken en Werkgelegenheid,7,Kinderopvang,2696458,2710458,2517523,2374851,2327501
2013,O,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,0,0,0,0,0
2013,U,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,958574,988574,1290660,1261908,1262819
2013,V,XV,Sociale Zaken en Werkgelegenheid,8,Oudedagsvoorziening,958574,978574,1290660,1261908,1262819
2013,O,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,0,0,0,0,0
2013,U,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,937,937,1090,914,814
2013,V,XV,Sociale Zaken en Werkgelegenheid,9,Nabestaanden,937,937,1090,914,814
2013,O,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,155199,154180,151577,226099,185843
2013,U,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,4293755,4276554,4313793,4446915,4335531
2013,V,XV,Sociale Zaken en Werkgelegenheid,10,Tegemoetkoming ouders,4293755,4276554,4313793,4446915,4335531
2013,O,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,0,0,0,6289,6289
2013,U,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,432859,432859,480658,462687,454688
2013,V,XV,Sociale Zaken en Werkgelegenheid,11,Uitvoeringskosten,432859,432859,480658,462687,454688
2013,O,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,0,0,0,509,510
2013,U,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,9556131,9553531,9555232,8034904,8041464
2013,V,XV,Sociale Zaken en Werkgelegenheid,12,Rijksbijdragen,9556131,9553531,9555232,8034904,8041464
2013,O,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,0,27566,147566,157566,178858
2013,U,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,0,172387,105199,95911,95434
2013,V,XV,Sociale Zaken en Werkgelegenheid,13,Integratie en maatschappelijke samenhang,0,166387,100199,95911,87409
